Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
58,1147435,5,1,37,Moderate
40,679311,5,2,19,Moderate
59,726055,5,2,38,Moderate
44,600198,8,1,23,Moderate
48,4578554,7,3,27,Aggressive
43,742501,3,1,22,Conservative
57,980526,6,1,36,Moderate
34,1634962,9,1,13,Aggressive
48,1261665,2,1,27,Conservative
23,1266182,6,2,2,Moderate
38,781795,3,3,17,Moderate
26,678300,2,0,5,Conservative
34,273072,2,2,13,Conservative
26,2151769,4,0,5,Moderate
41,2159315,8,0,20,Aggressive
20,407661,7,3,0,Aggressive
35,3249284,2,0,14,Conservative
31,545194,9,2,10,Aggressive
40,1061946,1,2,19,Conservative
48,1055984,5,0,27,Moderate
57,3356253,1,2,36,Conservative
39,2241462,9,1,18,Aggressive
39,1430395,10,1,18,Aggressive
44,712079,8,1,23,Moderate
66,4329472,7,3,45,Aggressive
47,1261937,1,2,26,Conservative
54,1018299,9,3,33,Aggressive
62,900000,8,1,10,Moderate
68,1333721,9,1,47,Moderate
42,168963,10,2,21,Aggressive
24,210836,2,2,3,Conservative
35,1237431,5,3,14,Moderate
50,520678,1,3,29,Conservative
34,189381,6,3,13,Moderate
22,987129,9,1,1,Aggressive
58,1090846,2,2,37,Conservative
36,352915,9,2,15,Aggressive
44,626105,3,1,23,Conservative
58,1080200,10,0,37,Aggressive
36,875153,7,1,15,Moderate
66,154960,3,2,45,Conservative
57,236859,3,2,36,Conservative
43,2068911,1,2,22,Moderate
54,440808,9,2,33,Moderate
26,278171,10,1,5,Aggressive
52,584681,9,1,31,Moderate
48,626900,2,2,27,Conservative
36,1169430,2,2,15,Conservative
29,150073,2,2,8,Conservative
44,201169,4,1,23,Conservative
51,771732,1,3,30,Conservative
31,284271,2,0,10,Conservative
56,4370905,1,3,35,Moderate
36,4888182,2,1,15,Moderate
51,612595,2,2,30,Conservative
39,2598847,10,1,18,Aggressive
62,900000,8,1,5,Moderate
32,824881,2,2,11,Conservative
29,572703,3,2,8,Moderate
36,3575867,3,2,15,Moderate
44,1124373,4,1,23,Moderate
28,387312,6,3,7,Moderate
59,290179,6,2,38,Moderate
19,497375,6,2,0,Moderate
59,477528,10,1,38,Aggressive
67,588788,1,3,46,Conservative
44,456011,8,2,23,Moderate
33,690590,6,1,12,Moderate
24,624995,10,2,3,Aggressive
28,690122,5,2,7,Moderate
47,619129,6,0,26,Moderate
40,560852,4,2,19,Moderate
43,395293,9,1,22,Moderate
56,2709770,4,3,35,Moderate
25,536665,1,0,4,Conservative
44,1219577,8,1,23,Moderate
62,900000,8,2,10,Moderate
62,2000000,8,2,10,Aggressive
69,1373135,7,0,48,Moderate
40,1375097,1,1,19,Conservative
67,756989,9,2,46,Aggressive
57,715801,2,2,36,Conservative
22,240931,7,2,1,Moderate
20,679574,6,1,0,Moderate
40,3576784,9,1,19,Aggressive
37,1473241,9,1,16,Aggressive
35,441988,4,2,14,Moderate
68,2992253,3,3,47,Moderate
58,745753,5,3,37,Moderate
27,875845,8,1,6,Aggressive
62,375486,1,3,41,Conservative
50,403805,2,1,29,Conservative
58,778800,5,2,37,Moderate
62,900000,5,2,5,Moderate
62,900000,8,2,2,Moderate
42,4064368,10,1,21,Aggressive
47,331501,8,2,26,Moderate
32,827322,10,0,11,Aggressive
18,3176109,8,2,0,Aggressive
62,2000000,10,0,5,Aggressive
42,333656,1,0,21,Conservative
51,4041085,3,2,30,Moderate
52,3483488,9,1,31,Aggressive
43,701900,10,1,22,Aggressive
43,481913,8,2,22,Moderate
59,1306201,8,1,38,Moderate
51,1418017,9,2,30,Aggressive
40,679185,1,3,19,Conservative
32,3966608,7,2,11,Aggressive
26,2000000,10,0,10,Aggressive
47,400468,8,0,26,Moderate
20,649321,7,0,0,Moderate
41,450183,3,2,20,Conservative
34,992333,8,2,13,Aggressive
43,238074,10,1,22,Aggressive
52,1466637,8,2,31,Moderate
47,282294,8,1,26,Moderate
66,683450,4,2,45,Conservative
22,775412,2,1,1,Conservative
41,1266775,5,1,20,Moderate
54,406589,10,1,33,Aggressive
20,1410354,1,1,0,Conservative
62,900000,5,2,5,Moderate
23,2018697,10,3,2,Aggressive
36,1396110,4,2,15,Moderate
34,656210,5,2,13,Moderate
25,3731426,2,1,4,Moderate
33,4711998,8,2,12,Aggressive
35,3928607,4,2,14,Moderate
68,442298,6,1,47,Moderate
62,900000,7,2,20,Moderate
22,4689335,6,2,1,Aggressive
22,744733,2,1,1,Conservative
29,676903,1,2,8,Conservative
42,192718,1,0,21,Conservative
62,2000000,8,0,5,Moderate
40,457350,7,0,19,Moderate
21,509015,8,1,0,Moderate
53,496714,6,2,32,Moderate
32,532976,5,0,11,Moderate
19,802866,7,0,0,Moderate
65,1283843,4,1,44,Conservative
58,2115038,2,2,37,Moderate
40,784611,5,1,19,Moderate
22,279461,8,0,1,Moderate
48,914203,7,2,27,Moderate
53,710097,3,2,32,Conservative
67,793629,9,2,46,Aggressive
21,674869,6,1,0,Moderate
37,1373205,10,1,16,Aggressive
49,607697,6,0,28,Moderate
54,1160401,6,2,33,Moderate
41,403402,8,2,20,Moderate
48,2224379,6,2,27,Moderate
43,1090292,1,1,22,Conservative
35,1248142,3,0,14,Conservative
26,2805599,9,0,5,Aggressive
62,900000,10,2,2,Aggressive
29,632336,4,1,8,Moderate
25,1104404,7,3,4,Aggressive
36,488104,1,2,15,Conservative
44,350000,4,2,5,Moderate
36,1069343,10,3,15,Aggressive
36,291808,6,3,15,Moderate
49,1784487,1,2,28,Conservative
49,1106961,1,0,28,Conservative
62,900000,8,2,10,Moderate
43,677183,6,3,22,Moderate
62,900000,10,2,20,Aggressive
62,350000,6,1,5,Moderate
26,350000,6,2,5,Moderate
41,1852154,8,2,20,Aggressive
19,1198596,2,2,0,Moderate
43,1654147,4,2,22,Moderate
41,463403,3,2,20,Conservative
59,384957,9,0,38,Moderate
23,2668169,4,1,2,Moderate
63,797716,8,1,42,Moderate
63,1268439,7,2,42,Moderate
47,1338938,7,3,26,Moderate
40,657704,7,0,19,Moderate
18,288635,8,2,0,Aggressive
56,4545663,10,3,35,Aggressive
61,1004974,7,2,40,Moderate
53,588856,8,1,32,Moderate
38,680580,6,1,17,Moderate
36,446243,3,2,15,Conservative
51,236066,10,3,30,Aggressive
66,281765,2,1,45,Conservative
53,4976458,5,1,32,Moderate
33,1085218,5,1,12,Moderate
62,900000,5,2,5,Moderate
26,535798,6,0,5,Moderate
38,1995632,7,1,17,Aggressive
34,258125,3,0,13,Conservative
62,2000000,7,0,20,Moderate
19,1470655,6,2,0,Moderate
38,325721,8,2,17,Moderate
34,1297924,8,1,13,Moderate
42,1212739,7,3,21,Aggressive
38,378745,9,2,17,Aggressive
62,632156,6,2,41,Moderate
41,606038,1,2,20,Conservative
69,655659,3,1,48,Conservative
59,242715,9,3,38,Aggressive
28,789401,10,3,7,Aggressive
38,728841,6,1,17,Moderate
37,429152,6,0,16,Moderate
23,556062,1,2,2,Conservative
22,783315,6,0,1,Moderate
23,743284,9,2,2,Aggressive
44,2000000,1,2,2,Moderate
18,741107,7,3,0,Aggressive
37,4266345,6,1,16,Moderate
43,1091734,1,2,22,Conservative
62,2000000,6,2,5,Moderate
58,548738,3,2,37,Conservative
36,752638,9,2,15,Aggressive
24,332962,3,3,3,Moderate
40,476899,4,0,19,Conservative
39,459486,1,2,18,Conservative
29,1363838,5,1,8,Moderate
54,1290913,4,1,33,Conservative
49,542768,8,2,28,Moderate
24,614982,4,3,3,Moderate
20,1337276,1,1,0,Conservative
40,179234,4,1,19,Conservative
39,769068,8,1,18,Moderate
69,563986,9,1,48,Moderate
25,656849,4,3,4,Moderate
37,950897,1,2,16,Conservative
26,4790558,4,3,5,Moderate
35,516987,1,0,14,Conservative
66,1633417,7,2,45,Aggressive
62,350000,10,2,10,Aggressive
44,350000,5,2,5,Moderate
44,481105,3,3,23,Moderate
40,3331045,8,0,19,Aggressive
34,1121938,3,2,13,Moderate
52,212719,2,3,31,Conservative
24,460696,9,2,3,Aggressive
63,4382580,9,1,42,Aggressive
23,638747,3,2,2,Moderate
46,521034,9,2,25,Moderate
19,168344,3,2,0,Moderate
68,541985,8,0,47,Moderate
62,640053,4,2,41,Conservative
28,294593,8,2,7,Aggressive
31,222513,7,3,10,Moderate
44,350000,7,1,5,Moderate
35,170939,1,1,14,Conservative
36,178523,2,1,15,Conservative
55,2945511,5,2,34,Moderate
32,1377671,8,1,11,Moderate
44,654374,1,2,23,Conservative
58,1068315,1,1,37,Conservative
40,362527,8,1,19,Moderate
44,2000000,10,1,20,Aggressive
34,1458394,7,1,13,Moderate
55,373790,10,2,34,Aggressive
69,3105127,4,2,48,Moderate
31,1322550,9,2,10,Aggressive
58,753981,9,2,37,Aggressive
19,2434140,6,3,0,Aggressive
27,685660,8,2,6,Aggressive
28,585007,7,1,7,Moderate
34,586409,9,2,13,Aggressive
44,1142333,3,2,23,Moderate
23,358938,2,2,2,Conservative
37,3903412,4,2,16,Moderate
52,443745,1,2,31,Conservative
26,1550044,2,3,5,Moderate
54,228678,9,1,33,Moderate
35,658191,7,2,14,Moderate
56,799361,10,2,35,Aggressive
31,741914,2,0,10,Conservative
42,596188,3,2,21,Conservative
44,900000,10,0,20,Aggressive
37,431449,6,3,16,Moderate
24,2865435,6,3,3,Aggressive
59,3988637,1,2,38,Conservative
56,168223,1,3,35,Conservative
40,195689,2,2,19,Conservative
32,917872,2,2,11,Conservative
29,3679760,9,1,8,Aggressive
44,651272,4,1,23,Conservative
32,393306,1,2,11,Conservative
44,1145932,6,3,23,Moderate
33,828370,7,2,12,Moderate
31,887232,6,2,10,Moderate
56,813185,6,2,35,Moderate
44,2000000,4,1,0,Moderate
20,815040,4,2,0,Moderate
51,1266922,10,2,30,Aggressive
44,2000000,8,1,10,Aggressive
31,244522,1,2,10,Conservative
67,563555,1,2,46,Conservative
63,929852,1,2,42,Conservative
24,442734,10,1,3,Aggressive
68,4748140,2,2,47,Moderate
58,1270025,9,3,37,Aggressive
31,1337862,2,2,10,Conservative
62,350000,9,2,5,Moderate
51,1097011,3,2,30,Conservative
48,968770,2,2,27,Conservative
35,3766745,10,0,14,Aggressive
33,1438694,10,1,12,Aggressive
35,4099027,8,1,14,Aggressive
44,350000,8,1,5,Moderate
55,1236652,2,3,34,Conservative
23,531763,4,1,2,Moderate
33,1026274,5,2,12,Moderate
40,343761,4,2,19,Moderate
20,1247495,2,1,0,Conservative
43,303214,9,0,22,Moderate
40,1061598,6,1,19,Moderate
41,2874431,9,0,20,Aggressive
33,173762,6,1,12,Moderate
43,2092249,3,2,22,Moderate
55,1011648,7,2,34,Moderate
56,2603813,10,0,35,Aggressive
41,2471388,9,0,20,Aggressive
46,197997,3,0,25,Conservative
26,163224,3,1,5,Conservative
53,607780,9,1,32,Moderate
58,1352631,6,2,37,Moderate
44,2000000,8,2,10,Aggressive
34,533045,1,3,13,Conservative
29,1168980,5,3,8,Moderate
52,506999,10,1,31,Aggressive
62,2000000,10,0,10,Aggressive
23,927445,10,2,2,Aggressive
63,1455208,8,2,42,Moderate
25,440149,1,1,4,Conservative
48,715328,6,3,27,Moderate
29,416488,10,1,8,Aggressive
58,1207803,9,2,37,Aggressive
31,982263,2,2,10,Conservative
26,2833220,3,2,5,Moderate
35,1339365,2,3,14,Moderate
62,350000,7,2,10,Moderate
25,308419,7,2,4,Moderate
55,2365396,7,1,34,Moderate
52,1219727,7,2,31,Moderate
35,294832,8,2,14,Moderate
36,166976,10,0,15,Aggressive
34,627174,7,2,13,Moderate
28,1381539,3,3,7,Moderate
31,604249,5,1,10,Moderate
35,1334164,8,0,14,Moderate
27,1419377,4,0,6,Moderate
62,2000000,7,2,5,Aggressive
26,242550,7,1,5,Moderate
56,1108928,7,1,35,Moderate
64,1495940,4,0,43,Conservative
50,4447728,2,2,29,Moderate
46,771377,4,1,25,Conservative
50,796296,10,2,29,Aggressive
23,1005244,10,3,2,Aggressive
54,477715,6,3,33,Moderate
41,762564,2,1,20,Conservative
40,4354401,1,2,19,Moderate
42,196996,7,3,21,Moderate
52,333825,10,3,31,Aggressive
52,453634,9,0,31,Moderate
62,900000,9,2,5,Aggressive
33,4348599,5,1,12,Moderate
26,573693,5,3,5,Moderate
56,1065066,7,3,35,Moderate
22,1834538,8,0,1,Aggressive
20,1249756,8,2,0,Aggressive
49,381972,4,1,28,Conservative
65,160683,1,2,44,Conservative
37,199006,7,2,16,Moderate
33,494145,10,1,12,Aggressive
37,569024,3,1,16,Conservative
21,326452,7,0,0,Moderate
52,253873,4,2,31,Conservative
26,4825289,4,1,5,Moderate
50,4358399,6,2,29,Moderate
51,243210,8,1,30,Moderate
43,190052,10,2,22,Aggressive
29,1909759,2,2,8,Moderate
51,154999,3,2,30,Conservative
48,423918,2,2,27,Conservative
31,1157228,9,2,10,Aggressive
62,350000,6,2,10,Moderate
43,324788,4,0,22,Conservative
58,4977528,9,1,37,Aggressive
62,2000000,8,0,2,Moderate
46,4550149,9,2,25,Aggressive
62,900000,5,2,20,Moderate
59,2865172,8,0,38,Moderate
53,323531,9,2,32,Moderate
34,877622,8,1,13,Moderate
31,1150010,8,3,10,Aggressive
57,159950,6,1,36,Moderate
50,519813,5,1,29,Moderate
48,166747,8,1,27,Moderate
18,1013465,8,2,0,Aggressive
22,3356037,7,2,1,Aggressive
22,306672,4,2,1,Moderate
34,708431,8,2,13,Aggressive
55,1163237,3,0,34,Conservative
42,3713889,5,1,21,Moderate
31,1431103,7,0,10,Moderate
68,1221440,6,0,47,Moderate
50,1161450,6,0,29,Moderate
43,490124,10,1,22,Aggressive
35,710361,3,1,14,Conservative
58,1871087,2,1,37,Conservative
47,3326513,6,2,26,Moderate
62,2000000,7,2,10,Aggressive
38,611975,6,3,17,Moderate
69,195451,2,0,48,Conservative
23,486148,4,2,2,Moderate
41,228040,9,2,20,Aggressive
20,1345156,8,0,0,Moderate
40,728821,4,1,19,Moderate
65,4960056,1,1,44,Conservative
65,411570,9,1,44,Moderate
19,415659,9,2,0,Aggressive
40,340027,4,1,19,Conservative
62,900000,8,2,10,Moderate
42,431477,10,2,21,Aggressive
35,4746619,4,1,14,Moderate
55,1623844,9,0,34,Aggressive
52,1019156,8,2,31,Moderate
51,246981,10,2,30,Aggressive
52,652975,10,0,31,Moderate
26,598808,7,0,5,Moderate
48,251169,2,2,27,Conservative
58,249236,1,1,37,Conservative
42,1302215,2,2,21,Conservative
19,724694,9,0,0,Aggressive
62,900000,7,2,10,Moderate
35,1206107,7,2,14,Moderate
33,3837407,7,3,12,Aggressive
68,330012,5,1,47,Moderate
38,768783,8,2,17,Aggressive
53,629575,3,1,32,Conservative
53,1262490,6,2,32,Moderate
50,526323,3,1,29,Conservative
43,309224,4,0,22,Conservative
58,513020,2,2,37,Conservative
37,2852762,10,2,16,Aggressive
26,1336471,9,1,5,Aggressive
44,900000,7,0,0,Moderate
54,685369,6,1,33,Moderate
44,574469,6,2,23,Moderate
22,884522,5,3,1,Moderate
54,702305,10,2,33,Aggressive
57,405897,4,1,36,Conservative
34,2599919,3,0,13,Moderate
50,264009,3,2,29,Conservative
62,1100024,4,1,41,Conservative
18,593221,10,1,0,Aggressive
46,1290994,7,0,25,Moderate
44,4111178,7,0,23,Moderate
32,675677,5,2,11,Moderate
24,556772,9,2,3,Aggressive
48,1220421,4,2,27,Moderate
49,584658,5,2,28,Moderate
23,1444137,7,2,2,Aggressive
37,302454,4,0,16,Conservative
34,319768,3,2,13,Conservative
55,829420,8,0,34,Moderate
44,350000,8,2,10,Moderate
26,1722485,2,0,5,Moderate
44,2000000,2,2,2,Moderate
42,4885243,6,3,21,Aggressive
22,523538,1,3,1,Conservative
38,1134359,2,2,17,Conservative
26,986368,8,0,5,Moderate
41,3121276,7,2,20,Aggressive
64,186942,5,2,43,Moderate
55,1206529,8,2,34,Moderate
53,500614,6,2,32,Moderate
56,157963,3,2,35,Conservative
55,679365,9,2,34,Moderate
41,1493394,6,2,20,Moderate
62,900000,7,2,5,Moderate
32,288774,3,3,11,Moderate
62,350000,7,2,10,Moderate
57,4456651,3,3,36,Moderate
38,1223504,8,1,17,Moderate
62,350000,10,2,5,Aggressive
31,490105,4,1,10,Conservative
41,976698,1,3,20,Conservative
36,601549,4,3,15,Moderate
35,559152,1,2,14,Conservative
51,246044,4,0,30,Conservative
31,630717,6,2,10,Moderate
59,1180324,7,1,38,Moderate
62,900000,8,2,20,Moderate
29,1137752,5,2,8,Moderate
62,900000,8,2,5,Moderate
25,575257,9,2,4,Aggressive
27,672163,2,3,6,Moderate
21,1456929,2,2,0,Moderate
62,900000,5,2,10,Moderate
69,196546,1,2,48,Conservative
27,663372,7,2,6,Moderate
62,900000,5,2,10,Moderate
49,408564,7,2,28,Moderate
62,4690101,1,2,41,Conservative
20,267358,6,2,0,Moderate
58,602412,2,2,37,Conservative
39,185554,4,3,18,Moderate
52,1366888,10,3,31,Aggressive
50,4419189,6,0,29,Moderate
51,1240707,1,2,30,Conservative
44,782468,5,2,23,Moderate
34,766753,9,3,13,Aggressive
37,586757,3,1,16,Conservative
56,293796,9,3,35,Aggressive
39,3998962,5,2,18,Moderate
34,1324457,8,1,13,Moderate
50,853387,2,0,29,Conservative
55,740723,4,3,34,Moderate
22,722825,10,2,1,Aggressive
58,796986,5,2,37,Moderate
28,1244094,3,3,7,Moderate
19,789928,8,2,0,Aggressive
36,994699,1,3,15,Conservative
35,942538,5,2,14,Moderate
41,720838,10,2,20,Aggressive
23,445699,8,1,2,Moderate
34,221810,10,0,13,Aggressive
18,1480206,2,2,0,Moderate
46,1819279,3,0,25,Conservative
57,1175722,9,0,36,Moderate
42,1464227,9,3,21,Aggressive
46,576549,3,0,25,Conservative
35,1277744,10,1,14,Aggressive
18,1417948,4,3,0,Moderate
36,581874,8,2,15,Moderate
26,499450,7,2,5,Moderate
59,558075,4,2,38,Conservative
48,923554,7,2,27,Moderate
51,1406317,3,1,30,Conservative
32,270120,3,2,11,Conservative
24,1162745,6,2,3,Moderate
62,2000000,8,0,10,Moderate
47,1727681,7,0,26,Moderate
40,708312,4,2,19,Moderate
47,968678,1,3,26,Conservative
33,632879,4,2,12,Moderate
21,1376996,5,1,0,Moderate
37,203949,8,0,16,Moderate
22,880528,10,2,1,Aggressive
39,775020,5,2,18,Moderate
55,2320396,1,3,34,Moderate
44,1416024,5,1,23,Moderate
39,594949,10,2,18,Aggressive
52,499551,10,0,31,Moderate
59,1458354,6,0,38,Moderate
54,1168406,2,2,33,Conservative
42,2396816,3,0,21,Moderate
40,1316143,7,2,19,Moderate
44,350000,10,2,20,Aggressive
53,1155474,6,3,32,Moderate
37,498908,5,3,16,Moderate
44,2000000,2,1,5,Moderate
20,208785,9,2,0,Aggressive
21,3062863,8,2,0,Aggressive
59,979806,3,0,38,Conservative
41,934918,8,3,20,Aggressive
43,794818,9,1,22,Aggressive
36,406861,4,2,15,Moderate
28,3333521,7,0,7,Aggressive
49,795427,5,2,28,Moderate
33,570954,10,1,12,Aggressive
50,873079,6,3,29,Moderate
62,350000,8,2,10,Moderate
19,513074,4,1,0,Moderate
38,4674012,10,1,17,Aggressive
29,3366451,9,0,8,Aggressive
22,1027026,6,2,1,Moderate
50,1135443,1,1,29,Conservative
22,450812,2,2,1,Conservative
42,151921,6,3,21,Moderate
21,1242814,5,2,0,Moderate
48,1324714,3,0,27,Conservative
18,664615,6,0,0,Moderate
69,1351719,3,2,48,Conservative
62,900000,8,2,10,Moderate
53,545564,8,0,32,Moderate
54,496305,8,1,33,Moderate
37,271677,3,2,16,Conservative
44,675361,5,2,23,Moderate
64,2649688,1,0,43,Conservative
19,1024977,1,2,0,Conservative
42,4093767,5,1,21,Moderate
40,3758826,4,3,19,Moderate
57,1881251,10,1,36,Aggressive
46,349848,4,1,25,Conservative
66,336535,6,2,45,Moderate
53,1780301,7,1,32,Moderate
51,3688759,1,2,30,Conservative
39,598885,9,2,18,Aggressive
62,900000,5,2,2,Moderate
37,4148323,6,1,16,Moderate
34,346187,7,1,13,Moderate
44,350000,4,2,5,Moderate
32,470974,4,2,11,Moderate
25,1401076,8,2,4,Aggressive
24,490790,8,0,3,Moderate
46,1099789,4,1,25,Conservative
24,1178095,3,2,3,Moderate
53,995696,6,2,32,Moderate
44,900000,6,2,5,Moderate
44,2491469,4,2,23,Moderate
56,759175,3,2,35,Conservative
33,2222615,9,3,12,Aggressive
26,900000,10,1,20,Aggressive
47,764443,2,3,26,Conservative
52,4946705,10,1,31,Aggressive
32,4352616,10,2,11,Aggressive
31,1126032,10,2,10,Aggressive
64,1331182,1,3,43,Conservative
52,776906,9,3,31,Aggressive
33,1180704,7,0,12,Moderate
48,4719953,3,0,27,Conservative
55,729912,10,2,34,Aggressive
65,458214,4,0,44,Conservative
23,4057328,10,0,2,Aggressive
68,2525006,2,2,47,Moderate
62,905909,3,2,41,Conservative
62,2000000,8,2,10,Aggressive
44,404909,2,2,23,Conservative
62,900000,7,1,5,Moderate
40,526492,2,1,19,Conservative
28,512878,2,2,7,Conservative
44,4855417,1,1,23,Conservative
44,2000000,8,0,10,Aggressive
22,1480834,8,1,1,Aggressive
57,685650,4,3,36,Moderate
51,4750409,3,2,30,Moderate
59,532846,7,2,38,Moderate
44,2000000,6,0,5,Moderate
42,677441,4,1,21,Conservative
56,1486783,9,2,35,Aggressive
38,1394780,2,2,17,Conservative
22,350746,9,2,1,Aggressive
37,165762,7,3,16,Moderate
56,2971477,9,3,35,Aggressive
36,1172166,2,1,15,Conservative
33,576878,7,0,12,Moderate
18,1253525,8,2,0,Aggressive
38,365175,10,0,17,Aggressive
22,2847008,2,2,1,Moderate
47,4871665,6,3,26,Aggressive
62,900000,8,1,10,Moderate
64,638915,4,2,43,Conservative
41,641681,7,1,20,Moderate
24,412644,7,0,3,Moderate
23,160417,2,3,2,Moderate
22,661557,9,3,1,Aggressive
44,900000,5,1,5,Moderate
24,599579,7,0,3,Moderate
47,1345661,9,2,26,Aggressive
53,282973,4,1,32,Conservative
52,268164,4,0,31,Conservative
59,394517,6,3,38,Moderate
32,4833000,7,0,11,Moderate
41,561108,10,1,20,Aggressive
62,3634203,10,1,41,Aggressive
28,1284839,1,2,7,Conservative
36,245132,5,0,15,Moderate
18,4287976,6,3,0,Aggressive
38,4704830,5,2,17,Moderate
31,513554,4,2,10,Moderate
62,900000,8,0,10,Moderate
62,350000,5,2,2,Moderate
58,639114,8,2,37,Moderate
33,1181382,8,0,12,Moderate
31,1712965,8,0,10,Aggressive
57,544654,1,3,36,Conservative
42,507797,8,2,21,Moderate
39,1182173,6,2,18,Moderate
50,1619264,4,2,29,Moderate
59,571492,10,1,38,Aggressive
26,1285679,3,0,5,Conservative
62,2000000,6,2,10,Moderate
49,400422,10,2,28,Aggressive
44,249407,1,0,23,Conservative
44,685443,10,2,23,Aggressive
28,372296,7,2,7,Moderate
58,715346,3,2,37,Conservative
39,935479,7,1,18,Moderate
32,695742,3,0,11,Conservative
56,302412,5,1,35,Moderate
36,1019926,10,0,15,Aggressive
18,637268,1,0,0,Conservative
54,1243337,5,0,33,Moderate
41,174071,4,0,20,Conservative
25,958203,6,2,4,Moderate
32,1121209,6,3,11,Moderate
59,348373,5,1,38,Moderate
41,622227,5,2,20,Moderate
54,703589,5,1,33,Moderate
42,915524,3,1,21,Conservative
35,240123,5,3,14,Moderate
35,1322089,2,2,14,Conservative
28,1442456,6,3,7,Aggressive
57,491100,5,3,36,Moderate
62,2000000,8,2,10,Aggressive
59,2334399,2,1,38,Conservative
63,2755898,7,0,42,Moderate
26,2000000,6,2,5,Aggressive
52,679742,4,3,31,Moderate
47,310644,6,2,26,Moderate
26,419854,1,3,5,Conservative
52,1180305,4,0,31,Conservative
38,3149547,1,0,17,Conservative
21,414105,2,2,0,Conservative
31,670442,8,3,10,Aggressive
44,1231100,5,0,23,Moderate
64,1207206,9,2,43,Aggressive
53,1142002,6,1,32,Moderate
42,503474,10,3,21,Aggressive
26,1292023,5,3,5,Moderate
40,1265009,7,0,19,Moderate
40,344567,6,1,19,Moderate
36,1734532,1,2,15,Moderate
40,486917,2,1,19,Conservative
32,153777,9,2,11,Aggressive
49,778254,5,2,28,Moderate
41,734308,10,2,20,Aggressive
44,2000000,6,2,10,Aggressive
50,260827,8,3,29,Moderate
62,565811,9,3,41,Aggressive
44,618668,7,0,23,Moderate
42,235544,4,2,21,Moderate
62,900000,7,2,20,Moderate
62,1608174,4,1,41,Moderate
41,554834,3,2,20,Conservative
59,1472922,2,2,38,Conservative
52,1261309,4,2,31,Moderate
31,1063053,6,2,10,Moderate
35,433846,10,2,14,Aggressive
21,1781260,10,2,0,Aggressive
68,590172,6,3,47,Moderate
24,2556312,7,2,3,Aggressive
33,516639,6,2,12,Moderate
31,610875,7,1,10,Moderate
20,595753,8,2,0,Aggressive
54,333662,10,3,33,Aggressive
44,2000000,10,0,2,Aggressive
28,2987021,7,0,7,Aggressive
35,248622,2,1,14,Conservative
29,1090981,5,2,8,Moderate
31,3913308,7,3,10,Aggressive
43,2534891,10,2,22,Aggressive
49,419965,5,2,28,Moderate
50,452921,3,1,29,Conservative
50,741530,2,1,29,Conservative
38,1009755,6,2,17,Moderate
29,2168137,1,2,8,Moderate
49,509501,1,1,28,Conservative
32,189356,6,0,11,Moderate
62,2000000,5,2,10,Moderate
54,3922554,6,2,33,Moderate
38,882482,3,2,17,Moderate
42,1137563,8,1,21,Moderate
55,616536,10,1,34,Aggressive
35,261195,10,0,14,Aggressive
62,900000,6,1,2,Moderate
29,366476,1,1,8,Conservative
26,350000,6,2,10,Moderate
68,2197924,4,0,47,Moderate
22,3960389,9,1,1,Aggressive
38,489040,8,1,17,Moderate
54,675144,7,0,33,Moderate
39,1073399,10,1,18,Aggressive
47,583835,3,2,26,Conservative
61,685236,6,2,40,Moderate
56,1054740,8,1,35,Moderate
28,781969,7,1,7,Moderate
29,466894,3,1,8,Conservative
19,1270535,2,0,0,Conservative
48,399959,7,1,27,Moderate
31,1403042,3,2,10,Moderate
27,444944,8,0,6,Moderate
67,1241497,9,2,46,Aggressive
56,369549,3,1,35,Conservative
43,3787798,5,2,22,Moderate
